hour_of_day,day_of_week,party_size,tables_occupied,tables_total,queue_length,avg_party_size_ahead,occupancy_rate,is_peak_hour,is_weekend,wait_minutes
15,2,6,3,28,5,2.03,0.107,1,0,6.3
12,1,3,21,28,14,3.84,0.75,0,0,65.3
13,3,4,17,28,9,3.68,0.607,1,0,37.1
11,1,2,16,28,7,1.96,0.571,0,0,13.1
21,1,6,11,28,2,1.55,0.393,1,0,5.9
14,4,4,6,28,3,2.7,0.214,1,0,2.6
17,4,4,8,28,3,4.1,0.286,0,0,5.1
11,0,4,1,28,12,2.29,0.036,0,0,2.2
13,6,5,18,28,10,1.95,0.643,1,1,65.3
20,1,2,20,28,9,3.03,0.714,1,0,43.7
15,4,5,2,28,12,3.76,0.071,1,0,2.2
19,4,4,8,28,13,3.98,0.286,1,0,3.3
22,0,2,5,28,2,2.68,0.179,1,0,4.5
13,6,3,17,28,9,1.6,0.607,1,1,44.3
12,2,3,22,28,2,4.53,0.786,0,0,12.5
21,3,2,23,28,7,3.4,0.821,1,0,56.2
15,5,2,20,28,7,4.66,0.714,1,1,40.8
16,4,5,12,28,9,4.25,0.429,0,0,4.8
18,2,2,20,28,8,3.52,0.714,0,0,31.3
22,4,2,22,28,9,4.89,0.786,1,0,61.0
22,6,2,20,28,13,4.87,0.714,1,1,78.2
14,0,3,16,28,11,4.42,0.571,1,0,43.4
16,2,2,23,28,8,2.77,0.821,0,0,43.9
16,4,3,1,28,11,3.07,0.036,0,0,6.7
17,5,2,19,28,14,2.89,0.679,0,1,53.8
12,1,2,23,28,2,2.06,0.821,0,0,15.9
13,1,2,23,28,2,1.73,0.821,1,0,16.4
16,3,4,12,28,8,3.15,0.429,0,0,7.7
16,2,4,18,28,8,1.73,0.643,0,0,32.5
14,5,3,23,28,14,2.78,0.821,1,1,120.0
20,5,3,19,28,5,1.51,0.679,1,1,28.5
15,1,3,5,28,10,3.07,0.179,1,0,7.9
13,6,4,19,28,14,4.21,0.679,1,1,98.6
13,4,3,14,28,5,1.96,0.5,1,0,17.2
14,2,4,12,28,0,1.61,0.429,1,0,6.3
15,0,5,23,28,11,2.36,0.821,1,0,120.0
21,3,3,20,28,12,3.79,0.714,1,0,67.1
19,1,2,13,28,0,3.48,0.464,1,0,7.2
11,1,4,23,28,0,3.93,0.821,0,0,5.0
18,6,4,2,28,7,4.85,0.071,0,1,4.0
17,4,6,16,28,5,4.31,0.571,0,0,18.1
21,4,2,6,28,14,3.32,0.214,1,0,3.8
16,6,2,17,28,11,1.68,0.607,0,1,34.4
20,5,4,20,28,6,4.85,0.714,1,1,46.8
16,4,2,8,28,7,4.76,0.286,0,0,6.3
22,4,2,4,28,8,2.31,0.143,1,0,3.1
14,4,2,7,28,4,4.79,0.25,1,0,3.1
14,1,10,20,28,0,2.1,0.714,1,0,5.0
16,1,4,5,28,12,1.91,0.179,0,0,4.2
18,4,6,18,28,1,3.08,0.643,0,0,5.0
17,1,1,11,28,12,4.85,0.393,0,0,7.5
14,6,5,18,28,11,2.99,0.643,1,1,73.2
20,1,1,8,28,10,4.23,0.286,1,0,6.1
18,0,6,20,28,2,3.45,0.714,0,0,7.5
19,4,3,14,28,11,1.98,0.5,1,0,35.0
22,0,4,4,28,5,4.31,0.143,1,0,6.0
17,3,3,19,28,14,2.81,0.679,0,0,52.8
22,4,2,14,28,12,1.82,0.5,1,0,30.5
20,3,4,9,28,14,2.51,0.321,1,0,3.5
19,4,3,8,28,4,3.89,0.286,1,0,6.8
21,6,2,3,28,4,2.6,0.107,1,1,3.2
22,0,3,3,28,14,2.44,0.107,1,0,7.2
15,5,4,17,28,11,2.71,0.607,1,1,65.8
14,3,2,18,28,2,4.6,0.643,1,0,7.2
17,6,4,8,28,4,3.38,0.286,0,1,3.9
22,2,4,23,28,14,3.79,0.821,1,0,120.0
21,2,3,8,28,0,3.32,0.286,1,0,5.9
20,4,4,22,28,13,2.04,0.786,1,0,102.5
21,0,3,9,28,3,2.79,0.321,1,0,4.0
15,0,4,18,28,13,2.88,0.643,1,0,62.0
16,3,4,14,28,13,2.06,0.5,0,0,37.0
14,3,4,24,28,11,2.41,0.857,1,0,120.0
18,2,3,9,28,5,4.63,0.321,0,0,5.3
13,2,4,18,28,9,3.27,0.643,1,0,44.5
18,4,3,3,28,12,3.44,0.107,0,0,5.0
18,4,6,0,28,11,2.93,0.0,0,0,5.9
22,2,8,11,28,13,1.89,0.393,1,0,4.6
14,3,2,15,28,9,4.58,0.536,1,0,29.6
13,2,3,20,28,3,4.76,0.714,1,0,18.2
12,5,2,9,28,14,3.24,0.321,0,1,3.3
17,6,2,9,28,2,3.98,0.321,0,1,5.2
15,6,1,12,28,10,2.12,0.429,1,1,5.6
16,1,4,3,28,5,1.8,0.107,0,0,3.3
12,0,3,7,28,0,2.42,0.25,0,0,2.1
20,5,4,2,28,6,3.56,0.071,1,1,4.8
13,0,6,9,28,5,2.63,0.321,1,0,3.4
16,3,3,14,28,5,1.74,0.5,0,0,8.3
18,4,5,1,28,9,4.42,0.036,0,0,6.5
13,6,3,4,28,8,4.38,0.143,1,1,6.1
12,6,4,11,28,11,4.04,0.393,0,1,4.4
14,1,2,12,28,10,4.1,0.429,1,0,3.5
14,0,10,1,28,8,1.92,0.036,1,0,4.6
22,2,3,14,28,1,4.07,0.5,1,0,5.0
14,2,3,24,28,14,3.98,0.857,1,0,120.0
22,4,2,16,28,13,4.41,0.571,1,0,38.8
16,6,2,15,28,6,1.57,0.536,0,1,13.8
15,5,3,24,28,3,2.08,0.857,1,1,42.0
15,5,3,14,28,4,4.46,0.5,1,1,17.1
21,5,1,22,28,5,1.94,0.786,1,1,31.5
20,5,5,20,28,12,3.03,0.714,1,1,104.3
18,6,3,2,28,14,1.81,0.071,0,1,6.0
15,0,3,19,28,3,2.91,0.679,1,0,15.0
11,1,3,18,28,11,2.4,0.643,0,0,31.8
22,6,10,13,28,7,4.44,0.464,1,1,4.5
15,0,1,15,28,12,3.62,0.536,1,0,26.6
14,4,4,6,28,2,2.33,0.214,1,0,5.8
16,6,5,9,28,10,2.85,0.321,0,1,5.2
18,0,4,18,28,11,3.79,0.643,0,0,42.2
16,5,4,12,28,6,2.58,0.429,0,1,3.8
18,5,4,8,28,3,2.55,0.286,0,1,5.4
19,1,1,17,28,4,4.77,0.607,1,0,10.0
15,1,6,21,28,12,1.6,0.75,1,0,111.4
19,3,3,7,28,6,2.97,0.25,1,0,5.6
19,5,3,7,28,13,3.65,0.25,1,1,2.1
15,6,2,22,28,1,4.71,0.786,1,1,9.0
15,6,6,10,28,10,4.28,0.357,1,1,7.5
11,4,3,0,28,0,2.62,0.0,0,0,6.9
20,5,2,24,28,14,2.9,0.857,1,1,120.0
14,5,5,23,28,11,1.53,0.821,1,1,120.0
11,6,3,11,28,8,2.05,0.393,0,1,4.0
14,3,3,15,28,10,4.55,0.536,1,0,31.9
18,3,4,17,28,1,2.18,0.607,0,0,7.8
22,0,1,4,28,8,4.4,0.143,1,0,2.9
11,1,4,5,28,8,1.93,0.179,0,0,7.9
22,4,2,1,28,5,3.84,0.036,1,0,5.7
14,4,4,0,28,1,4.15,0.0,1,0,7.8
19,2,2,22,28,7,2.43,0.786,1,0,47.7
13,5,5,12,28,11,3.45,0.429,1,1,3.7
17,1,4,4,28,12,2.63,0.143,0,0,5.9
15,1,2,21,28,11,2.17,0.75,1,0,65.8
15,0,4,16,28,4,3.36,0.571,1,0,20.6
16,5,2,16,28,3,3.59,0.571,0,1,7.2
14,0,4,3,28,11,4.02,0.107,1,0,5.9
22,4,4,24,28,7,3.73,0.857,1,0,87.6
21,6,1,13,28,2,4.8,0.464,1,1,6.9
11,2,2,18,28,12,3.46,0.643,0,0,31.2
15,4,4,7,28,12,3.47,0.25,1,0,2.3
12,6,2,16,28,8,4.48,0.571,0,1,23.1
16,0,3,24,28,3,2.07,0.857,0,0,24.9
18,5,3,18,28,0,4.7,0.643,0,1,5.0
21,5,2,0,28,13,1.64,0.0,1,1,6.0
13,2,5,22,28,3,2.57,0.786,1,0,20.9
14,5,3,15,28,12,1.65,0.536,1,1,50.7
14,1,2,18,28,8,1.58,0.643,1,0,24.1
16,0,4,11,28,9,4.95,0.393,0,0,2.8
15,5,3,15,28,11,3.82,0.536,1,1,46.9
16,1,3,3,28,9,3.31,0.107,0,0,6.9
17,2,1,13,28,7,3.51,0.464,0,0,7.7
12,5,4,13,28,6,3.53,0.464,0,1,7.7
18,6,3,15,28,7,3.13,0.536,0,1,20.8
21,0,5,16,28,10,3.3,0.571,1,0,41.6
21,5,4,23,28,6,4.01,0.821,1,1,70.7
11,0,4,5,28,12,2.66,0.179,0,0,6.5
20,4,2,12,28,5,4.93,0.429,1,0,3.4
15,3,2,21,28,9,3.96,0.75,1,0,50.5
15,0,3,24,28,10,4.35,0.857,1,0,116.7
16,3,2,6,28,9,2.16,0.214,0,0,4.1
18,0,4,5,28,4,3.23,0.179,0,0,3.6
12,4,5,14,28,2,1.65,0.5,0,0,6.1
21,5,3,7,28,6,4.52,0.25,1,1,7.3
11,6,6,0,28,5,4.87,0.0,0,1,4.5
21,1,4,19,28,0,2.36,0.679,1,0,5.0
14,1,4,0,28,10,3.81,0.0,1,0,3.9
21,1,6,9,28,9,3.59,0.321,1,0,2.2
15,5,3,8,28,4,2.93,0.286,1,1,5.3
11,1,3,9,28,3,3.24,0.321,0,0,3.0
21,4,6,4,28,8,3.81,0.143,1,0,4.4
19,5,4,18,28,13,2.79,0.643,1,1,83.6
22,2,5,16,28,10,2.1,0.571,1,0,43.9
17,5,5,10,28,0,2.46,0.357,0,1,3.2
20,6,4,7,28,12,1.52,0.25,1,1,4.6
19,5,2,23,28,1,3.11,0.821,1,1,6.4
18,2,2,8,28,12,4.94,0.286,0,0,7.0
14,3,4,9,28,11,3.18,0.321,1,0,3.2
18,3,3,15,28,2,3.27,0.536,0,0,7.9
14,5,5,13,28,2,2.92,0.464,1,1,3.0
13,5,6,2,28,11,2.35,0.071,1,1,5.3
11,4,1,18,28,10,2.65,0.643,0,0,23.3
18,2,6,7,28,5,1.95,0.25,0,0,2.6
13,3,3,23,28,3,4.65,0.821,1,0,26.4
16,3,2,24,28,9,1.84,0.857,0,0,65.1
14,3,2,2,28,9,4.29,0.071,1,0,2.9
14,2,2,20,28,11,2.67,0.714,1,0,57.2
16,3,3,17,28,14,3.21,0.607,0,0,43.9
15,4,3,7,28,11,3.72,0.25,1,0,3.5
22,4,4,18,28,9,2.35,0.643,1,0,46.8
16,3,3,14,28,10,3.91,0.5,0,0,21.1
18,0,1,10,28,4,4.85,0.357,0,0,3.9
12,1,4,6,28,14,2.29,0.214,0,0,2.5
18,0,8,15,28,7,2.47,0.536,0,0,31.9
19,1,5,13,28,3,4.37,0.464,1,0,4.4
14,1,3,13,28,14,3.38,0.464,1,0,5.4
16,0,4,5,28,5,3.39,0.179,0,0,2.5
11,3,4,20,28,10,2.69,0.714,0,0,45.2
18,4,2,1,28,11,4.58,0.036,0,0,4.4
14,4,2,10,28,0,2.79,0.357,1,0,5.3
15,2,5,16,28,7,3.77,0.571,1,0,30.0
16,1,10,2,28,10,1.76,0.071,0,0,7.9
13,6,2,5,28,7,2.69,0.179,1,1,4.3
11,2,3,24,28,4,2.24,0.857,0,0,34.0
22,4,4,5,28,13,2.7,0.179,1,0,6.2
21,0,3,2,28,9,2.38,0.071,1,0,5.6
11,0,4,15,28,2,1.89,0.536,0,0,8.1
11,1,2,8,28,11,3.55,0.286,0,0,3.1
20,0,2,6,28,2,3.41,0.214,1,0,6.3
18,3,2,17,28,14,4.33,0.607,0,0,34.6
15,1,4,15,28,6,2.17,0.536,1,0,22.9
21,2,3,17,28,12,2.54,0.607,1,0,48.3
11,2,2,22,28,6,2.82,0.786,0,0,31.2
18,2,4,17,28,6,1.75,0.607,0,0,19.9
15,6,2,23,28,5,2.5,0.821,1,1,47.7
14,6,1,9,28,2,2.53,0.321,1,1,5.4
11,6,2,21,28,13,2.31,0.75,0,1,67.1
15,3,2,5,28,11,2.05,0.179,1,0,6.0
11,0,2,15,28,12,3.74,0.536,0,0,24.3
16,4,1,23,28,6,3.66,0.821,0,0,30.0
11,4,6,20,28,11,2.5,0.714,0,0,59.8
12,4,5,6,28,10,3.95,0.214,0,0,3.7
11,4,4,19,28,11,1.5,0.679,0,0,47.5
16,1,4,15,28,6,4.9,0.536,0,0,16.7
20,1,2,19,28,8,3.07,0.679,1,0,34.3
18,5,2,23,28,11,1.75,0.821,0,1,76.8
21,0,10,17,28,9,3.82,0.607,1,0,70.3
14,0,3,3,28,0,4.84,0.107,1,0,7.6
14,4,3,22,28,5,4.04,0.786,1,0,39.9
15,6,6,8,28,1,1.87,0.286,1,1,2.7
18,3,4,12,28,2,1.87,0.429,0,0,2.5
17,3,2,7,28,3,3.25,0.25,0,0,2.3
15,4,2,4,28,0,3.23,0.143,1,0,4.6
17,5,2,4,28,10,4.08,0.143,0,1,5.3
22,0,3,5,28,14,1.81,0.179,1,0,5.7
16,2,2,10,28,12,2.0,0.357,0,0,3.8
11,0,2,19,28,9,3.75,0.679,0,0,23.0
12,0,2,19,28,9,3.22,0.679,0,0,25.4
22,3,2,4,28,8,4.82,0.143,1,0,2.5
14,4,2,10,28,0,3.04,0.357,1,0,5.8
19,6,2,18,28,3,2.71,0.643,1,1,10.0
17,3,3,17,28,11,1.88,0.607,0,0,33.8
11,2,2,17,28,13,4.76,0.607,0,0,33.0
15,4,4,19,28,13,3.28,0.679,1,0,73.8
14,0,4,20,28,13,2.83,0.714,1,0,82.7
22,1,4,3,28,7,3.21,0.107,1,0,3.9
11,2,2,0,28,14,3.91,0.0,0,0,4.1
20,1,2,9,28,2,2.27,0.321,1,0,3.6
16,2,2,20,28,12,4.8,0.714,0,0,40.5
16,3,3,7,28,12,3.29,0.25,0,0,2.8
12,0,4,22,28,13,4.7,0.786,0,0,79.5
15,5,2,10,28,12,4.68,0.357,1,1,5.1
18,4,2,6,28,12,2.75,0.214,0,0,7.0
14,2,2,6,28,9,4.51,0.214,1,0,4.8
15,3,3,0,28,1,4.51,0.0,1,0,6.1
16,1,4,6,28,11,3.05,0.214,0,0,2.4
19,4,3,2,28,2,3.58,0.071,1,0,7.2
21,3,3,18,28,4,3.91,0.643,1,0,19.4
20,2,5,5,28,12,3.61,0.179,1,0,6.8
13,0,4,1,28,11,3.28,0.036,1,0,3.0
17,2,3,6,28,12,2.2,0.214,0,0,3.7
18,3,2,9,28,14,3.32,0.321,0,0,5.4
20,4,2,2,28,1,2.45,0.071,1,0,4.4
14,2,3,23,28,5,1.91,0.821,1,0,44.0
20,4,3,0,28,11,2.87,0.0,1,0,5.5
16,4,4,21,28,4,2.99,0.75,0,0,20.7
21,6,3,22,28,12,1.58,0.786,1,1,104.1
19,5,5,12,28,2,3.08,0.429,1,1,3.7
13,0,5,16,28,2,3.04,0.571,1,0,12.6
15,1,4,7,28,3,4.1,0.25,1,0,5.2
18,6,4,20,28,3,4.0,0.714,0,1,15.2
21,2,2,21,28,13,4.8,0.75,1,0,72.8
12,5,5,5,28,7,2.01,0.179,0,1,4.9
16,4,4,6,28,3,3.7,0.214,0,0,6.8
20,1,4,7,28,13,2.07,0.25,1,0,4.0
18,0,4,15,28,11,3.1,0.536,0,0,33.8
21,2,5,4,28,5,3.0,0.143,1,0,6.4
21,4,4,2,28,13,4.19,0.071,1,0,4.6
22,3,3,20,28,14,3.91,0.714,1,0,76.4
19,6,5,17,28,3,2.7,0.607,1,1,21.3
20,3,4,5,28,11,2.37,0.179,1,0,2.5
11,0,4,8,28,10,2.01,0.286,0,0,7.8
19,6,6,10,28,7,3.72,0.357,1,1,6.6
14,6,2,17,28,0,2.69,0.607,1,1,5.0
13,6,3,7,28,13,4.98,0.25,1,1,4.4
21,3,3,11,28,8,3.93,0.393,1,0,7.6
22,1,4,3,28,4,2.24,0.107,1,0,5.0
11,0,2,12,28,1,1.63,0.429,0,0,4.9
14,5,5,24,28,4,2.95,0.857,1,1,63.5
14,0,4,23,28,3,3.13,0.821,1,0,28.3
13,6,2,12,28,3,1.56,0.429,1,1,3.6
18,5,1,9,28,4,3.94,0.321,0,1,5.6
13,1,3,3,28,14,3.73,0.107,1,0,6.5
16,6,3,19,28,2,3.16,0.679,0,1,5.0
22,0,4,15,28,1,2.93,0.536,1,0,6.3
13,6,10,19,28,9,3.99,0.679,1,1,98.1
22,3,3,16,28,8,2.79,0.571,1,0,30.2
17,0,8,20,28,11,3.51,0.714,0,0,79.3
16,4,2,7,28,14,2.66,0.25,0,0,2.9
15,0,3,8,28,5,4.32,0.286,1,0,6.2
19,4,3,7,28,6,4.69,0.25,1,0,3.0
22,1,3,18,28,5,2.23,0.643,1,0,20.0
19,3,3,0,28,7,3.44,0.0,1,0,4.5
12,5,3,4,28,7,4.0,0.143,0,1,4.2
14,6,2,22,28,12,2.2,0.786,1,1,94.7
18,1,5,17,28,3,1.85,0.607,0,0,13.8
22,0,1,3,28,8,2.81,0.107,1,0,2.9
15,1,6,5,28,2,4.46,0.179,1,0,2.0
14,6,6,5,28,7,3.62,0.179,1,1,4.7
12,5,2,16,28,11,1.6,0.571,0,1,34.3
12,4,5,7,28,0,3.65,0.25,0,0,5.2
13,3,4,0,28,8,4.22,0.0,1,0,3.9
11,0,10,17,28,6,4.83,0.607,0,0,36.6
19,4,2,15,28,12,3.87,0.536,1,0,34.6
22,4,2,23,28,3,1.78,0.821,1,0,23.1
14,5,6,17,28,1,3.49,0.607,1,1,5.0
20,2,3,19,28,9,2.08,0.679,1,0,48.6
17,4,4,18,28,12,4.25,0.643,0,0,40.8
21,5,5,23,28,5,2.77,0.821,1,1,69.1
12,4,2,17,28,10,3.49,0.607,0,0,30.0
21,1,6,8,28,4,4.45,0.286,1,0,4.8
12,4,3,22,28,2,2.74,0.786,0,0,5.8
17,0,5,15,28,2,2.64,0.536,0,0,8.8
17,0,4,16,28,9,3.2,0.571,0,0,28.4
19,4,2,6,28,6,4.1,0.214,1,0,3.1
21,2,6,13,28,8,4.79,0.464,1,0,4.2
14,0,6,3,28,0,4.75,0.107,1,0,4.0
21,6,1,21,28,7,2.34,0.75,1,1,38.0
15,5,2,7,28,6,4.68,0.25,1,1,2.0
12,2,2,8,28,12,4.62,0.286,0,0,5.9
16,0,3,1,28,12,4.78,0.036,0,0,7.8
13,2,2,19,28,13,4.53,0.679,1,0,57.3
11,2,2,7,28,10,3.67,0.25,0,0,3.4
13,6,4,3,28,8,4.33,0.107,1,1,4.8
15,6,3,23,28,3,3.17,0.821,1,1,32.3
16,1,6,4,28,8,4.05,0.143,0,0,2.7
12,2,2,12,28,5,4.57,0.429,0,0,6.5
13,6,5,12,28,4,2.17,0.429,1,1,2.5
14,5,2,6,28,3,3.72,0.214,1,1,5.5
11,1,4,24,28,11,3.8,0.857,0,0,97.5
16,5,4,19,28,2,1.88,0.679,0,1,9.6
18,6,2,11,28,8,4.93,0.393,0,1,7.8
20,6,4,16,28,3,2.09,0.571,1,1,15.4
17,0,2,19,28,5,2.69,0.679,0,0,16.5
17,0,4,1,28,0,3.12,0.036,0,0,5.3
17,6,3,13,28,1,2.1,0.464,0,1,2.6
16,2,2,7,28,11,1.57,0.25,0,0,3.5
17,5,4,14,28,12,2.01,0.5,0,1,34.4
12,0,3,8,28,3,3.2,0.286,0,0,5.8
18,3,4,23,28,6,1.61,0.821,0,0,49.0
16,6,5,12,28,12,1.75,0.429,0,1,7.4
12,2,5,19,28,3,3.18,0.679,0,0,13.1
14,3,3,21,28,2,4.65,0.75,1,0,8.8
19,2,4,6,28,1,3.16,0.214,1,0,4.3
21,6,4,14,28,0,3.06,0.5,1,1,5.0
13,0,3,5,28,13,2.15,0.179,1,0,2.4
12,6,3,7,28,5,4.05,0.25,0,1,6.1
17,1,3,6,28,5,3.74,0.214,0,0,5.0
13,6,5,24,28,8,2.16,0.857,1,1,120.0
15,0,1,7,28,3,2.29,0.25,1,0,7.6
15,4,4,18,28,6,2.32,0.643,1,0,26.4
14,2,2,4,28,3,2.22,0.143,1,0,6.7
17,6,1,20,28,3,4.92,0.714,0,1,11.1
16,6,2,1,28,13,4.67,0.036,0,1,6.7
16,4,2,0,28,12,1.82,0.0,0,0,6.1
13,4,8,12,28,7,1.56,0.429,1,0,5.3
19,0,4,12,28,0,2.42,0.429,1,0,5.1
15,2,4,2,28,5,4.89,0.071,1,0,2.5
12,0,1,6,28,11,2.46,0.214,0,0,5.0
21,3,4,24,28,14,1.95,0.857,1,0,120.0
19,1,4,0,28,7,1.64,0.0,1,0,4.4
22,0,1,23,28,13,3.25,0.821,1,0,88.1
21,6,2,3,28,12,3.88,0.107,1,1,6.0
11,2,5,2,28,11,3.15,0.071,0,0,4.4
20,3,3,9,28,2,4.93,0.321,1,0,2.5
21,3,3,19,28,0,4.41,0.679,1,0,5.0
20,1,3,16,28,9,4.4,0.571,1,0,27.8
11,0,4,5,28,6,4.84,0.179,0,0,6.0
17,2,4,10,28,12,3.52,0.357,0,0,4.1
15,2,4,16,28,11,2.04,0.571,1,0,48.7
21,6,2,5,28,9,2.41,0.179,1,1,6.3
12,2,2,12,28,9,2.96,0.429,0,0,3.8
11,4,2,20,28,7,4.79,0.714,0,0,21.9
18,1,4,20,28,14,4.27,0.714,0,0,67.0
11,5,2,6,28,9,2.95,0.214,0,1,3.4
14,4,2,12,28,7,2.67,0.429,1,0,2.2
22,6,6,13,28,5,4.23,0.464,1,1,3.7
16,1,4,24,28,9,4.4,0.857,0,0,80.0
11,1,5,13,28,9,1.53,0.464,0,0,5.0
14,0,4,13,28,7,3.15,0.464,1,0,3.9
15,5,4,7,28,5,2.05,0.25,1,1,6.4
18,2,8,7,28,0,1.51,0.25,0,0,4.3
19,3,3,5,28,11,1.94,0.179,1,0,7.8
16,0,2,11,28,2,3.57,0.393,0,0,5.8
12,4,2,18,28,11,1.67,0.643,0,0,32.0
16,0,2,14,28,2,4.39,0.5,0,0,6.8
15,4,2,11,28,6,4.6,0.393,1,0,5.3
12,4,3,19,28,1,4.11,0.679,0,0,10.2
18,0,8,24,28,7,2.9,0.857,0,0,91.2
11,1,3,17,28,6,3.49,0.607,0,0,18.0
11,3,2,3,28,3,3.44,0.107,0,0,4.3
17,6,4,5,28,2,2.46,0.179,0,1,4.9
20,5,2,5,28,12,2.63,0.179,1,1,7.0
12,3,5,3,28,10,1.79,0.107,0,0,5.9
21,4,6,13,28,7,2.51,0.464,1,0,5.0
21,3,2,15,28,9,4.16,0.536,1,0,30.4
16,1,2,6,28,10,3.65,0.214,0,0,7.7
19,5,4,22,28,2,4.42,0.786,1,1,15.3
16,0,2,12,28,4,3.34,0.429,0,0,7.8
17,5,4,23,28,14,2.13,0.821,0,1,120.0
17,2,3,17,28,13,4.49,0.607,0,0,36.8
13,5,3,16,28,5,1.68,0.571,1,1,23.2
21,3,4,0,28,2,2.38,0.0,1,0,4.5
15,5,4,23,28,9,4.43,0.821,1,1,109.3
12,1,1,16,28,3,3.6,0.571,0,0,10.0
13,5,2,1,28,12,3.12,0.036,1,1,5.6
11,3,1,24,28,8,2.61,0.857,0,0,47.0
19,5,3,15,28,14,2.46,0.536,1,1,62.0
17,0,4,12,28,8,4.23,0.429,0,0,4.0
15,0,3,12,28,9,4.79,0.429,1,0,5.6
21,5,2,20,28,13,4.17,0.714,1,1,74.3
15,5,1,20,28,11,4.16,0.714,1,1,55.9
12,3,2,5,28,11,2.68,0.179,0,0,2.0
12,0,4,5,28,11,3.64,0.179,0,0,6.4
14,0,6,2,28,14,4.84,0.071,1,0,7.2
16,2,2,13,28,3,3.14,0.464,0,0,2.8
21,6,2,22,28,10,3.99,0.786,1,1,78.6
12,3,1,5,28,5,1.66,0.179,0,0,6.2
19,6,3,21,28,1,2.7,0.75,1,1,6.6
21,5,2,3,28,4,2.45,0.107,1,1,4.7
22,5,5,5,28,3,2.14,0.179,1,1,4.3
18,0,1,19,28,12,3.17,0.679,0,0,30.6
13,3,5,5,28,3,3.69,0.179,1,0,4.5
19,0,5,21,28,11,2.14,0.75,1,0,85.3
14,1,2,7,28,12,2.24,0.25,1,0,7.7
11,4,2,1,28,10,3.77,0.036,0,0,7.2
17,4,6,18,28,10,4.76,0.643,0,0,47.9
19,3,5,17,28,8,3.24,0.607,1,0,41.9
17,1,4,15,28,3,4.87,0.536,0,0,11.3
16,5,2,17,28,7,3.44,0.607,0,1,22.7
15,4,4,19,28,11,3.93,0.679,1,0,62.1
14,6,2,17,28,12,3.2,0.607,1,1,52.3
19,1,2,17,28,5,4.62,0.607,1,0,19.1
21,1,5,6,28,11,2.84,0.214,1,0,7.6
14,6,3,13,28,9,4.0,0.464,1,1,6.4
12,4,3,6,28,9,2.36,0.214,0,0,6.2
17,6,6,23,28,12,1.76,0.821,0,1,120.0
17,2,4,18,28,14,3.65,0.643,0,0,48.6
19,0,8,6,28,7,4.06,0.214,1,0,4.6
16,1,3,16,28,12,4.3,0.571,0,0,29.4
22,5,1,1,28,1,2.29,0.036,1,1,6.9
15,4,2,22,28,11,1.97,0.786,1,0,71.3
13,6,2,2,28,0,1.83,0.071,1,1,6.0
17,2,4,17,28,1,4.64,0.607,0,0,5.0
18,5,3,24,28,3,3.52,0.857,0,1,30.2
20,0,2,19,28,9,2.44,0.679,1,0,38.8
18,1,2,7,28,0,2.12,0.25,0,0,5.8
19,4,4,22,28,10,4.29,0.786,1,0,83.8
18,2,2,16,28,4,2.88,0.571,0,0,12.8
21,3,1,7,28,7,3.08,0.25,1,0,5.5
22,3,5,8,28,4,1.55,0.286,1,0,4.6
20,1,4,15,28,0,4.13,0.536,1,0,5.0
18,4,3,7,28,12,2.38,0.25,0,0,3.6
11,0,2,5,28,9,2.29,0.179,0,0,8.0
16,4,3,11,28,2,2.25,0.393,0,0,2.0
14,4,3,13,28,14,2.59,0.464,1,0,4.9
19,2,3,21,28,9,3.71,0.75,1,0,57.6
19,3,6,9,28,5,3.28,0.321,1,0,4.6
15,2,4,9,28,0,3.85,0.321,1,0,3.5
22,5,4,21,28,9,2.94,0.75,1,1,79.7
17,6,2,11,28,2,2.8,0.393,0,1,6.7
12,3,4,24,28,2,2.4,0.857,0,0,18.1
15,5,6,2,28,14,3.95,0.071,1,1,3.2
14,1,3,17,28,2,4.84,0.607,1,0,9.3
16,0,1,12,28,8,1.87,0.429,0,0,7.8
15,6,3,20,28,1,3.27,0.714,1,1,5.0
19,6,4,5,28,4,4.2,0.179,1,1,2.2
18,0,4,16,28,2,3.43,0.571,0,0,9.5
12,4,3,4,28,10,4.28,0.143,0,0,3.7
21,4,4,3,28,14,3.45,0.107,1,0,4.5
18,0,2,23,28,0,3.01,0.821,0,0,5.0
19,1,1,12,28,13,4.46,0.429,1,0,4.8
12,6,4,11,28,1,4.69,0.393,0,1,3.8
13,4,3,5,28,13,4.76,0.179,1,0,4.2
13,3,3,19,28,7,3.58,0.679,1,0,37.0
11,1,4,12,28,13,3.92,0.429,0,0,7.1
18,3,2,16,28,9,2.26,0.571,0,0,24.8
13,6,2,23,28,14,3.56,0.821,1,1,120.0
16,3,3,11,28,6,2.95,0.393,0,0,7.1
21,6,1,13,28,11,2.21,0.464,1,1,7.3
12,2,2,17,28,9,3.23,0.607,0,0,26.3
12,3,2,15,28,1,3.58,0.536,0,0,5.0
13,6,3,5,28,2,4.56,0.179,1,1,7.2
17,2,2,6,28,1,4.67,0.214,0,0,3.2
20,3,1,9,28,4,3.82,0.321,1,0,3.9
12,2,2,2,28,10,1.7,0.071,0,0,7.6
21,2,3,24,28,3,1.78,0.857,1,0,35.7
21,2,5,4,28,9,2.93,0.143,1,0,7.0
12,1,3,4,28,3,4.64,0.143,0,0,7.6
20,1,4,22,28,11,2.18,0.786,1,0,94.1
13,0,4,23,28,9,4.78,0.821,1,0,90.3
